LoanID,Servicing Fee Percentage,Servicing Fee Flat Dollar,Servicing Advance Methodology,MERS Originator Number,Originator Name,Loan Group,Loan Number,Alt ID,Dummy ID,Amortization Type,Lien Position,Heloc Indicator,Loan Purpose,Cash Out Amount,Total Origination and Discount Points in Dollars,High Cost Indicator,Relocation Loan Indicator,Broker Indicator,Channel,Escrow Indicator,Senior Loan Amounts,Loan Type of Most Senior Lien,Junior Mortgage Balance,Origination Date of Most Senior Loan,Origination Date,Original Loan Amount,Original Interest Rate,Original Amortization Term,Original Term to Maturity,First Payment Date of Loan,Interest Type Indicator,Original Interest Only Term,Buy Down Period,HELOC Draw Period,Current Loan Amount,Current Interest Rate,Current Payment Amount Due,Interest Paid Through Date,Current Payment Status,Index Type,ARM Look Back Days,Gross Margin,ARM Round Flag,ARM Rounding Factor,Initial Fixed Rate Period,Initial Interest Rate Cap Change Up,Initial Interest Rate Cap Change Down,Subsequent Interest Rate Reset Period,Subsequent Interest Rate Change Up,Subsequent Interest Rate Change Down,Lifetime Maximum Rate Ceiling,Lifetime Minimum Rate Floor,Prepayment Penalty Calculation,Prepayment Penalty Type,Prepayment Penalty Total Term,Prepayment Penalty Hard Term,Primary Borrower ID,Number of Mortgaged Properties,Total Number of Borrowers,Self Employment Flag,Current Other Monthly Payment,Length Of Employment Borrower,Length of Employment Co-Borrower,Years in Home,FICO Model Used,Most Recent FICO Date,Primary Borrower Original FICO Equifax,Primary Borrower Original FICO Experian,Primary Borrower Original FICO Transunion,Co-Borrower Original FICO Equifax,Co-Borrower Original FICO Experian,Co-Borrower Original FICO Transunion,Original Primary Borrower FICO,Original Co-Borrower FICO,Original Third Borrower FICO,Updated FICO Date,Updated Primary Borrower FICO,Updated Co-Borrower FICO,Credit Report Longest Trade Line,Credit Report Maximum Trade Line,Credit Report Number of Trade Lines,Credit Line Usage Ratio,Most Recent 24 Month Pay History,Months Bankruptcy,Months Foreclosure,Months Short Sale,Months DIL,Primary Borrower Wage Income,Co-Borrower Wage Income,Primary Borrower Other Income,Co-Borrower Other Income,Co-Mortgagor Income,All Borrower Wage Income,All Borrower Total Income,4506T Indicator,Borrower Income Verification Level,Co-Borrower Income Verification Level,Borrower Employment Verification Level,Co-Borrower Employment Verification Level,Borrower Asset Verification Level,Co-Borrower Asset Verification Level, Liquid Cash Reserves , Monthly Debt All Borrowers ,Originator DTI,Fully Indexed Rate,Qualification Method,Percentage of Down Payment From Borrower Own Funds,City,State,Postal Code,Property Type,Occupancy,Sales Price,Original Appraised Property Value,Original Property Valuation Type,Original Property Valuation Date,Original Automated Valuation Model AVM Model Name,Original AVM Confidence Score,Most Recent Property Value,Most Recent Property Valuation Type,Most Recent Property Valuation Date,Most Recent AVM Model Name,Most Recent AVM Confidence Score, Value Used for LTV ,Original CLTV,Original LTV,Original Pledged Assets,UW Exception,Qualifying Rate,Application Date,Date of Bankruptcy,BK Chapter,Date of Foreclosure,Date of Short Sale,Date of DIL,Date of Credit Event,TRID,ATR Loan Type,Non-QM Reason,Loan Category,Loan Type,Loan Program,Doc Type,Bank Statement/1099 Flag,Business/Personal Bank Statement,Bank Statement/1099 Months,Months of Income Verification,First Time Homebuyer?,Borrower Retired Flag,Co-Borrower Retired Flag,Borrower US Citizen,Co-Borrower US Citizen,Borrower Perm Resident Alien,Co-Borrower Perm Resident Alien,Foreign National Flag,Borrower Vesting Org Type,Lease In Place Flag,Actual In Place Rent,Third Party Market Rent,Third Party Rent Source ,Rental Income Used for DSCR,Rental Income Source Used for DSCR,PITIA,Debt Service Ratio,Servicing Administrator,Servicing Released/Retained,Modification (Y/N),Date of Modification,Number_of_Mods,Modification_Type,Rem_Term_Post_Mod,Mat_Date_Post_Mod,P_I_Pmt_Post_Mod,P_I_Pmt_Pre_Mod,Rate_Post_Mod,Rate_Pre_Mod_,Deferral (Y/N),Date of Deferral,Deferred Balances,Months of Payment Deferred,Forbearance Granted Flag,Effective Date of Forbearance,Forbearance End Date,Forbearance Extension/Expiration
1000938,0.500,,1,1013016,Angel Oak Mortgage Solutions,1,802006144497,,212167921,1,1,,7,0,"8,080",,,1,2,4,,,,,8/17/2020,"404,000.00",6.250,360,360,10/1/2020,2,0,,,"402,063.27",6.250,"2,487.50",1/1/2021,Current,,,,,,,,,,,,,,,1,36,36,,1,1,99,963.25,0.00,,,1,7/6/2020,744,749,765,,,,749,,,2/5/2021,766,,,,,,0000,,,,,0,0,0,0,,0,0,0,,,,,4,,"91,368","12,601",,,1,,Santa Rosa Beach,FL,32459,7,3,"675,000","700,000",3,7/27/2020,,,,,,,,"675,000",59.852,59.852,,,6.250,6/26/2020,, ,,,,,n.a.,Exempt,,,Investor Cash Flow,Investor Cash Flow,Investor Cash Flow,N,,,,N,,,Y,,N,,N, ,N,,"3,800",Appraisal,"3,800",Third Party Rental Source,"3,450.75",1.101,AOHL,Released,N,,,,,,,,,,N,,0.00,0,N,,,
1000938,0.375,,1,1013016,Angel Oak Mortgage Solutions,1,802006144504,,212503392,1,1,,6,0,"7,766",,,1,2,4,,,,,9/3/2020,"282,400.00",6.625,360,360,11/1/2020,2,0,,,"281,395.08",6.625,"1,808.24",1/1/2021,Current,,,,,,,,,,,,,,,, , ,,,1,1,"1,236.27",8.00,,,1,7/23/2020,731,674,731,,,,731,,,2/5/2021,659,,,,,,000,,,,,0,0,"35,444",0,,0,"35,444",0,3,,3,,4,,"134,698","3,376",9.524,,1,,Houston,TX,77096,7,1,"353,000","370,000",3,7/10/2020,,,,,,,,"353,000",80.000,80.000,,,6.625,6/26/2020,, ,,,,,Y,Non-QM,,,Bank Statement,24 Month Business Bank Statements,Business Bank Statements (24 Months),Y,Business,24,24,Y,,,Y,,N,,N, ,,,,,,,,,AOHL,Released,N,,,,,,,,,,N,,0.00,0,N,,,
1000938,0.375,,1,1013016,Angel Oak Mortgage Solutions,1,802006144509,,212194795,1,1,,6,0,"20,625",,,1,2,4,,,,,8/19/2020,"750,000.00",6.625,360,360,10/1/2020,2,0,,,"746,654.73",6.625,"4,802.33",1/1/2021,Current,,,,,,,,,,,,,,,, , ,,,1,1,"3,238.95",11.00,,,1,6/30/2020,684,730,691,,,,691,,,2/5/2021,671,,,,,,0000,,,,,0,0,"32,356",0,,0,"32,356",0,3,,3,,4,,"143,588","10,116",31.266,,1,,Miami Beach,FL,33140,4,1,"1,000,000","1,011,000",3,7/9/2020,,,,,,,,"1,000,000",75.000,75.000,,,6.625,6/25/2020,, ,,,,,Y,Non-QM,,,Bank Statement,24 Month Business Bank Statements,Business Bank Statements (24 Months),Y,Business,24,24,Y,,,Y,,N,,N, ,,,,,,,,,AOHL,Released,N,,,,,,,,,,N,,0.00,0,N,,,
1000938,0.375,,1,1013016,Angel Oak Mortgage Solutions,1,802006144574,,212166105,1,1,,7,0,"5,250",,,1,2,4,,,,,8/6/2020,"262,500.00",5.750,360,360,10/1/2020,2,0,,,"261,116.46",5.750,"1,531.88",1/1/2021,Current,,,,,,,,,,,,,,,, , ,,1,1,1,451.93,14.00,,,1,7/6/2020,742,741,737,,,,741,,,2/5/2021,790,,,,,,0000,,,,,0,0,"31,092",0,,0,"31,092",0,3,,3,,4,,"277,410","5,557",17.872,,1,,Brookfield,WI,53045,1,1,"350,000","350,000",3,7/7/2020,,,,,,,,"350,000",75.000,75.000,,,5.750,6/29/2020,, ,,,,,Y,Non-QM,,,Bank Statement,24 Month Business Bank Statements,Business Bank Statements (24 Months),Y,Business,24,24,N,,,Y,,N,,N, ,,,,,,,,,AOHL,Released,N,,,,,,,,,,N,,0.00,0,N,,,
1000938,0.375,,1,1013016,Angel Oak Mortgage Solutions,1,802007144644,,212203766,1,1,,3,"186,253","4,000",,,1,2,4,,,,,8/20/2020,"200,000.00",6.875,360,360,10/1/2020,2,0,,,"199,150.18",6.875,"1,313.86",1/1/2021,Current,,,,,,,,,,,,,,,, , ,,,1,1,929.55,9.25,,2.00,1,7/15/2020,740,755,722,,,,740,,,2/5/2021,743,,,,,,0000,,,,,"91,826",0,0,0,,"91,826","91,826",0,3,,3,,1,,"187,904","7,595",8.272,,1,,Jupiter,FL,33477,3,2,0,"347,000",3,7/15/2020,,,,,,,,"347,000",57.637,57.637,,,6.875,7/2/2020,, ,,,,,Y,Non-QM,,,Bank Statement,24 Month Business Bank Statements,Business Bank Statements (24 Months),Y,Business,24,24,,,,Y,,N,,N, ,,,,,,,,,AOHL,Released,N,,,,,,,,,,N,,0.00,0,N,,,
1000938,0.500,,1,1013016,Angel Oak Mortgage Solutions,1,802007144657,,212203771,1,1,,7,0,"4,365",,,1,2,4,,,,,8/21/2020,"194,000.00",5.875,360,360,10/1/2020,2,0,,,"193,001.32",5.875,"1,147.58",2/1/2021,Current,,,,,,,,,,,,,,,1,36,36,,4,1,99,700.58,0.00,,,1,7/1/2020,814,797,818,,,,814,,,2/5/2021,797,,,,,,0000,,,,,0,0,0,0,,0,0,0,,,,,4,,"58,087","9,237",,,1,,Redding,CA,96003,1,3,"439,999","439,999",3,7/22/2020,,,,,,,,"439,999",44.091,44.091,,,5.875,7/1/2020,, ,,,,,n.a.,Exempt,,,Investor Cash Flow,Investor Cash Flow,Investor Cash Flow,N,,,,N,,,Y,,N,,N, ,N,,"2,000",Appraisal,"2,000",Third Party Rental Source,"1,848.16",1.082,AOHL,Released,N,,,,,,,,,,N,,0.00,0,N,,,
1000938,0.375,,1,1013016,Angel Oak Mortgage Solutions,1,802007144669,,212227364,1,1,,7,0,"3,465",,,1,2,4,,,,,7/29/2020,"346,450.00",6.375,360,360,9/1/2020,2,0,,,"344,011.03",6.375,"2,161.40",1/1/2021,Current,,,,,,,,,,,,,,,, , ,,3,2,1,533.27,8.00,0.00,,1,7/9/2020,726,746,726,795,773,795,726,795,,2/5/2021,749,,,,,,00000,,,,,0,0,"31,000",0,,0,"31,000",0,3,1,3,1,4,4,"113,547","11,927",38.473,,1,,Henderson,NV,89052,7,2,"533,000","535,000", ,6/27/2020,,,,,,,,"533,000",65.000,65.000,,,6.375,7/2/2020,, ,,,,,Y,Non-QM,,,Bank Statement,24 Month Business Bank Statements,Business Bank Statements (24 Months),Y,Business,24,24,N,,,Y,Y,N,N,N, ,,,,,,,,,AOHL,Released,N,,,,,,,,,,N,,0.00,0,N,,,
1000938,0.375,,1,1013016,Angel Oak Mortgage Solutions,1,802007144676,,212243694,1,1,,7,0,0,,,1,2,4,,,,,8/12/2020,"807,500.00",5.875,360,360,10/1/2020,2,0,,,"802,349.07",5.875,"4,776.67",1/1/2021,Current,,,,,,,,,,,,,,,, , ,,2,1,1,"1,091.60",6.00,,,1,7/7/2020,762,786,752,,,,762,,,2/5/2021,738,,,,,,0000,,,,,0,0,"38,156",0,,0,"38,156",0,3,,3,,4,,"463,035","12,307",32.255,,1,,Lutz,FL,33559,7,1,"950,000","951,000",3,7/14/2020,,,,,,,,"950,000",85.000,85.000,,,5.875,7/2/2020,, ,,,,,Y,Non-QM,,,Bank Statement,24 Month Business Bank Statements,Business Bank Statements (24 Months),Y,Business,24,24,N,,,Y,,N,,N, ,,,,,,,,,AOHL,Released,N,,,,,,,,,,N,,0.00,0,N,,,
1000938,0.500,,1,1013016,Angel Oak Mortgage Solutions,1,802007144688,,212580879,1,1,,3,"181,113","4,909",,,1,2,4,,,,,9/16/2020,"196,350.00",7.625,360,360,11/1/2020,2,0,,,"195,739.51",7.625,"1,389.75",1/1/2021,Current,,,,,,,,,,,,,,,1,12,12,,1,1,99,"1,423.20",0.00,,15.00,1,7/9/2020,706,758,728,,,,728,,,2/5/2021,757,,,,,,000,,,,,0,0,0,0,,0,0,0,,,,,4,,"181,113","6,975",,,1,,West Haven,CT,06516,13,3,0,"357,000",3,7/22/2020,,,,,,,,"357,000",55.000,55.000,,,7.625,7/3/2020,, ,,,,,n.a.,Exempt,,,Investor Cash Flow,Investor Cash Flow,Investor Cash Flow,N,,,,,,,Y,,N,,N,A Delaware Limited Liability Company,N,,"3,140",Appraisal,"3,140",Third Party Rental Source,"2,812.95",1.116,AOHL,Released,N,,,,,,,,,,N,,0.00,0,N,,,
1000938,0.375,,1,1013016,Angel Oak Mortgage Solutions,1,802007144689,,211856332,1,1,,7,0,"6,544",,,1,2,4,,,,,7/24/2020,"327,200.00",5.875,360,360,9/1/2020,2,0,,,"90,890.03",5.875,"1,935.51",3/1/2021,Current,,,,,,,,,,,,,,,, , ,,,2,1,474.50,15.00,5.00,,1,7/7/2020,813,777,794,807,779,790,794,790,,2/5/2021,766,,,,,,00000,,,,,0,0,"7,564","7,564",,0,"15,128",0,3,3,3,3,4,4,"23,429","3,263",21.569,,1,,Fresno,CA,93720,1,1,"409,000","410,000",3,6/26/2020,,,,,,,,"409,000",80.000,80.000,,,5.875,7/3/2020,, ,,,,,Y,Non-QM,,,Bank Statement,24 Month Personal Bank Statements,Personal Bank Statements (24 Months),Y,Personal,24,24,N,,,Y,Y,N,N,N, ,,,,,,,,,AOHL,Released,N,,,,,,,,,,N,,0.00,0,N,,,
1000938,0.375,,1,1013016,Angel Oak Mortgage Solutions,1,802007144693,,211856331,1,1,,7,0,"2,900",,,1,2,4,,,,,7/22/2020,"290,000.00",5.500,360,360,9/1/2020,2,0,,,"288,073.51",5.500,"1,646.59",1/1/2021,Current,,,,,,,,,,,,,,,, , ,,1,1,1,606.66,8.08,,,1,7/8/2020,747,735,722,,,,735,,,2/5/2021,736,,,,,,00000,,,,,0,0,"30,891",0,,0,"30,891",0,3,,3,,4,,"259,702","5,339",17.284,,1,,Yucaipa,CA,92399,1,1,"540,000","520,000",3,6/14/2020,,,,,,,,"520,000",55.769,55.769,,,5.500,7/6/2020,, ,,,,,Y,Non-QM,,,Bank Statement,24 Month Business Bank Statements,Business Bank Statements (24 Months),Y,Business,24,24,N,,,Y,,N,,N, ,,,,,,,,,AOHL,Released,N,,,,,,,,,,N,,0.00,0,N,,,
1000938,0.375,,1,1013016,Angel Oak Mortgage Solutions,1,802007144695,,212176078,1,1,,7,0,"13,500",,,1,2,4,,,,,8/11/2020,"675,000.00",5.625,360,360,10/1/2020,2,0,,,"671,357.93",5.625,"3,885.68",1/1/2021,Current,,,,,,,,,,,,,,,, , ,,2,2,1,"1,531.11",22.83,0.00,,1,7/8/2020,764,793,800,792,801,794,793,794,,2/5/2021,801,,,,,,0000,,,,,0,0,"24,919",0,,0,"24,919",0,3,1,3,1,4,4,"205,893","11,314",45.402,,1,,Destin,FL,32541,7,1,"1,025,000","1,048,000",3,7/28/2020,,,,,,,,"1,025,000",65.854,65.854,,,5.625,7/6/2020,, ,,,,,Y,Non-QM,,,Bank Statement,24 Month Personal Bank Statements,Personal Bank Statements (24 Months),Y,Personal,24,24,N,,,Y,Y,N,N,N, ,,,,,,,,,AOHL,Released,N,,,,,,,,,,N,,0.00,0,N,,,
1000938,0.375,,1,1013016,Angel Oak Mortgage Solutions,1,802007144708,,212251261,1,1,,3,"132,887","5,828",,,1,2,4,,,,,8/20/2020,"259,000.00",6.125,360,360,10/1/2020,2,0,,,"257,728.42",6.125,"1,573.71",1/1/2021,Current,,,,,,,,,,,,,,,, , ,,1,2,1,821.05,6.83,0.00,6.00,1,7/21/2020,792,810,781,739,762,740,792,740,,2/5/2021,775,,,,,,0000,,,,,"9,793",0,0,0,,"9,793","9,793",0,3,1,3,1,1,1,"129,331","4,838",49.405,,1,,Homestead,FL,33032,7,1,0,"370,000",3,8/3/2020,,,,,,,,"370,000",70.000,70.000,,,6.125,7/6/2020,, ,,,,,Y,Non-QM,,,Bank Statement,24 Month Business Bank Statements,Business Bank Statements (24 Months),Y,Business,24,24,,,,Y,Y,N,N,N, ,,,,,,,,,AOHL,Released,N,,,,,,,,,,N,,0.00,0,N,,,
1000938,0.500,,1,1013016,Angel Oak Mortgage Solutions,1,802007144722,,212166173,1,1,,7,0,"3,450",,,1,2,4,,,,,8/12/2020,"230,000.00",7.000,360,360,10/1/2020,2,0,,,"229,046.28",7.000,"1,530.20",1/1/2021,Current,,,,,,,,,,,,,,,1,36,36,,1,1,99,631.16,0.00,,,1,7/14/2020,765,760,802,,,,765,,,2/5/2021,743,,,,,,0000,,,,,0,0,0,0,,0,0,0,,,,,4,,"46,204","5,754",,,1,,Canyon Lake,TX,78133,7,3,"355,000","355,000",3,7/27/2020,,,,,,,,"355,000",64.789,64.789,,,7.000,7/6/2020,, ,,,,,n.a.,Exempt,,,Investor Cash Flow,Investor Cash Flow,Investor Cash Flow,N,,,,N,,,Y,,N,,N, ,N,,"2,400",Appraisal,"2,400",Third Party Rental Source,"2,161.36",1.110,AOHL,Released,N,,,,,,,,,,N,,0.00,0,N,,,
1000938,0.500,,1,1013016,Angel Oak Mortgage Solutions,1,802007144759,,212245085,1,1,,7,0,"11,293",,,1,2,4,,,,,8/20/2020,"355,000.00",6.375,360,360,10/1/2020,2,0,,,"353,338.42",6.375,"2,214.74",1/1/2021,Current,,,,,,,,,,,,,,,, , ,,1,1,99,"1,632.17",0.00,,,1,7/13/2020,793,791,764,,,,791,,,,,,,,,,0000,,,,,0,0,0,0,,0,0,0,,,,,4,,"114,250","13,197",,,1,,Aventura,FL, ,7,3,"614,000","635,000",3,7/14/2020,,,,,,,,"614,000",57.818,57.818,,,6.375,7/7/2020,, ,,,,,n.a.,Exempt,,,Investor Cash Flow,Investor Cash Flow,Investor Cash Flow,N,,,,N,,,Y,,N,,N, ,N,,"4,400",Appraisal,"4,400",Third Party Rental Source,"3,846.91",1.144,AOHL,Released,N,,,,,,,,,,N,,0.00,0,N,,,
1000938,0.375,,1,1013016,Angel Oak Mortgage Solutions,1,802007144764,,212168028,1,1,,7,0,"4,023",,,1,2,4,,,,,8/7/2020,"146,300.00",5.875,360,360,10/1/2020,2,0,,,"145,546.87",5.875,865.42,1/1/2021,Current,,,,,,,,,,,,,,,1,36,36,,2,2,1,"1,153.65",6.08,6.08,,1,7/14/2020,742,738,707,747,719,721,738,721,,,,,,,,,0000,,,,,0,0,"20,005","20,005",,0,"40,010",0,3,3,3,3,4,4,"77,795","11,951",29.871,,1,,Wesley Chapel,FL,33543,7,3,"209,000","209,000",3,7/22/2020,,,,,,,,"209,000",70.000,70.000,,,5.875,7/7/2020,, ,,,,,n.a.,Exempt,,,Bank Statement,24 Month Business Bank Statements,Business Bank Statements (24 Months),Y,Business,24,24,N,,,Y,Y,N,N,N, ,N,,,,0,Third Party Rental Source,,,AOHL,Released,N,,,,,,,,,,N,,0.00,0,N,,,
1000938,0.375,,1,1013016,Angel Oak Mortgage Solutions,1,802007144786,,212575534,1,1,,3,"59,891","3,800",,,1,2,4,,,,,9/1/2020,"190,000.00",5.625,360,360,11/1/2020,2,0,,,"189,181.78",5.625,"1,093.75",1/1/2021,Current,,,,,,,,,,,,,,,, , ,,,1,1,828.64,30.00,,9.67,1,8/11/2020,702,720,724,,,,720,,,2/5/2021,768,,,,,,000,,,,,0,0,"4,882",0,,0,"4,882",0,3,,3,,1,,"109,252","1,922",39.375,,1,,Palm Desert,CA,92211,7,1,0,"401,000",3,7/16/2020,,,,,,,,"401,000",47.382,47.382,,,5.625,7/7/2020,, ,,,,,Y,Non-QM,,,Bank Statement,24 Month Business Bank Statements,Business Bank Statements (24 Months),Y,Business,24,24,,,,Y,,N,,N, ,,,,,,,,,AOHL,Released,N,,,,,,,,,,N,,0.00,0,N,,,
1000938,0.375,,1,1013016,Angel Oak Mortgage Solutions,1,802007144790,,2021010025,1,1,,7,0,"12,597",,,1,2,4,,,,,11/16/2020,"419,900.00",5.375,360,360,1/1/2021,2,0,,,"418,956.85",5.375,"2,351.32",1/1/2021,Current,,,,,,,,,,,,,,,, , ,,,1,1,"1,196.00",27.00,,,1,10/26/2020,701,766,734,,,,734,,,2/5/2021,718,,,,,,0,,,,,0,0,"15,024",0,,0,"15,024",0,3,,3,,4,,"168,269","5,369",35.738,,1,,Ft Lauderdale,FL,33304,7,1,"562,200","562,200",3,10/16/2020,,,,,,,,"562,200",74.689,74.689,,,5.375,7/8/2020,, ,,,,,Y,Non-QM,,,Bank Statement,24 Month Personal Bank Statements,Personal Bank Statements (24 Months),Y,Personal,24,24,N,,,Y,,N,,N, ,,,,,,,,,AOHL,Released,N,,,,,,,,,,N,,0.00,0,N,,,
1000938,0.375,,1,1013016,Angel Oak Mortgage Solutions,1,802007144884,,2021010026,1,1,,3,"55,042","4,988",,,1,2,4,,,,,10/9/2020,"332,500.00",6.750,360,360,12/1/2020,2,0,,,"331,636.32",6.750,"2,156.59",2/1/2021,Current,,,,,,,,,,,,,,,, , ,,2,2,1,"1,336.39",25.00,33.00,24.50,1,7/21/2020,696,731,726,686,706,703,726,703,,2/5/2021,722,,,,,,00,,,,,0,0,0,"27,866",,0,"27,866",0,3,3,3,3,1,4,"115,079","13,917",49.942,,1,,Arlington,TX,76016,7,1,0,"475,000",3,8/21/2020,,,,,,,,"475,000",70.000,70.000,,,6.750,7/9/2020,, ,,,,,Y,Non-QM,,,Bank Statement,24 Month Business Bank Statements,Business Bank Statements (24 Months),Y,Business,24,24,,,,Y,Y,N,N,N, ,,,,,,,,,AOHL,Released,N,,,,,,,,,,N,,0.00,0,N,,,
1000938,0.375,,1,1013016,Angel Oak Mortgage Solutions,1,802007144889,,212243689,1,1,,6,0,"14,520",,,1,2,4,,,,,8/12/2020,"528,000.00",6.375,360,360,10/1/2020,2,0,,,"522,890.47",6.375,"3,294.03",1/1/2021,Current,,,,,,,,,,,,,,,, , ,,,1,1,803.77,26.00,,,1,7/15/2020,719,718,671,,,,718,,,2/5/2021,709,,,,,,0000,100,,,,0,0,"49,417",0,,0,"49,417",0,3,,3,,4,,"46,770","4,746",9.604,,1,,Tracy,CA,95377,1,1,"670,000","660,000",3,7/20/2020,,,,,,,,"660,000",80.000,80.000,,,6.375,7/9/2020,10/1/2012,7,,,,10/1/2012,Y,Non-QM,,,Bank Statement,24 Month Business Bank Statements,Business Bank Statements (24 Months),Y,Business,24,24,Y,,,N,,Y,,N, ,,,,,,,,,AOHL,Released,N,,,,,,,,,,N,,0.00,0,N,,,
1000938,0.375,,1,1013016,Angel Oak Mortgage Solutions,1,802007144904,,212168032,1,1,,7,0,"8,624",,,1,2,4,,,,,8/10/2020,"862,400.00",5.375,360,360,10/1/2020,2,0,,,"857,524.74",5.375,"4,829.19",1/1/2021,Current,,,,,,,,,,,,,,,, , ,,,1,1,941.18,4.33,,,1,7/20/2020,812,803,809,,,,809,,,2/5/2021,808,,,,,,0000,,,,,"54,818",0,0,0,,"54,818","54,818",0,3,,3,,4,,"1,232,979","6,217",11.342,,1,,Petaluma,CA,94952,1,1,"1,150,000","1,150,000",3,7/21/2020,,,,,,,,"1,150,000",74.991,74.991,,,5.375,7/9/2020,, ,,,,,Y,Non-QM,,,Bank Statement,24 Month Business Bank Statements,Business Bank Statements (24 Months),Y,Business,24,24,N,,,Y,,N,,N, ,,,,,,,,,AOHL,Released,N,,,,,,,,,,N,,0.00,0,N,,,
1000938,0.375,,1,1013016,Angel Oak Mortgage Solutions,1,802007144916,,212243687,1,1,,7,0,"7,508",,,1,2,4,,,,,8/12/2020,"500,500.00",5.000,360,360,10/1/2020,2,0,,,"497,467.97",5.000,"2,686.79",2/1/2021,Current,,,,,,,,,,,,,,,, , ,,1,1,1,666.27,14.50,,,1,7/22/2020,791,791,792,,,,791,,,2/5/2021,793,,,,,,0000,,,,,0,0,"31,701",0,,0,"31,701",1,5,,3,,4,,"409,266","5,084",16.037,,1,,Las Vegas,NV,89138,7,1,"790,000","770,000",3,7/29/2020,,,,,,,,"770,000",65.000,65.000,,,5.000,7/9/2020,, ,,,,,Y,Non-QM,,,Platinum,Platinum,Full Documentation (24 Months),N,,,,N,,,Y,,N,,N, ,,,,,,,,,AOHL,Released,N,,,,,,,,,,N,,0.00,0,N,,,
1000938,0.375,,1,1013016,Angel Oak Mortgage Solutions,1,802007144918,,212580896,1,1,,7,0,"5,400",,,1,2,4,,,,,9/17/2020,"360,000.00",6.250,360,360,11/1/2020,2,0,,,"358,622.96",6.250,"2,216.58",1/1/2021,Current,,,,,,,,,,,,,,,, , ,,,1,1,747.10,5.00,,,1,7/20/2020,736,701,753,,,,736,,,2/5/2021,708,,,,,,000,,,,,0,0,"18,290",0,,0,"18,290",0,3,,3,,4,,"117,218","3,532",19.309,,1,,Tavernier,FL,33070,1,1,"450,000","450,000",3,8/11/2020,,,,,,,,"450,000",80.000,80.000,,,6.250,7/10/2020,, ,,,,,Y,Non-QM,,,Bank Statement,24 Month Business Bank Statements,Business Bank Statements (24 Months),Y,Business,24,24,N,,,Y,,N,,N, ,,,,,,,,,AOHL,Released,N,,,,,,,,,,N,,0.00,0,N,,,
1000938,0.375,,1,1013016,Angel Oak Mortgage Solutions,1,802007144921,,212243690,1,1,,7,0,"11,688",,,1,2,4,,,,,8/11/2020,"935,000.00",6.375,360,360,10/1/2020,2,0,,,"930,363.35",6.375,"5,833.18",2/1/2021,Current,,,,,,,,,,,,,,,, , ,,1,1,1,"2,105.92",4.50,,,1,7/22/2020,716,738,752,,,,738,,,2/5/2021,619,,,,,,0000,,,,,"32,797",0,0,0,,"32,797","32,797",0,3,,3,,4,,"84,894","12,246",37.339,,1,,Argyle,TX,76226,7,1,"1,125,000","1,100,000",3,7/29/2020,,,,,,,,"1,100,000",85.000,85.000,,,6.375,7/10/2020,, ,,,,,Y,Non-QM,,,Bank Statement,24 Month Business Bank Statements,Business Bank Statements (24 Months),Y,Business,24,24,N,,,Y,,N,,N, ,,,,,,,,,AOHL,Released,N,,,,,,,,,,N,,0.00,0,N,,,
1000938,0.375,,1,1013016,Angel Oak Mortgage Solutions,1,802007144980,,212203759,1,1,,6,0,"2,975",,,1,2,4,,,,,8/21/2020,"595,000.00",6.625,360,360,10/1/2020,2,0,,,"587,969.57",6.625,"3,809.85",1/1/2021,Current,,,,,,,,,,,,,,,, , ,,,1,1,"1,050.81",6.33,,,1,7/24/2020,790,783,696,,,,783,,,2/5/2021,677,,,,,,0000,,,,,"257,739",0,0,0,,"257,739","257,739",0,3,,3,,4,,"78,565","6,295",2.442,,1,, ,FL,33449,7,1,"715,000","700,000",3,7/23/2020,,,,,,,,"700,000",85.000,85.000,,,6.625,7/13/2020,, ,,,,,Y,Non-QM,,,Bank Statement,24 Month Business Bank Statements,Business Bank Statements (24 Months),Y,Business,24,24,Y,,,Y,,N,,N, ,,,,,,,,,AOHL,Released,N,,,,,,,,,,N,,0.00,0,N,,,
1000938,0.375,,1,1013016,Angel Oak Mortgage Solutions,1,802007145036,,212176070,1,1,,7,0,"4,155",,,1,2,4,,,,,8/13/2020,"282,750.00",6.250,360,360,10/1/2020,2,0,,,"281,393.97",6.250,"1,740.94",1/1/2021,Current,,,,,,,,,,,,,,,1,36,36,,1,2,1,693.92,4.17,4.17,,1,7/22/2020,709,718,691,704,705,707,709,705,,2/5/2021,629,,,,,,0000,78,,,,0,0,"5,181","5,181",,0,"10,362",0,3,3,3,3,4,4,"128,743","4,915",47.436,,1,,Palm Coast,FL,32137,7,3,"435,000","440,000",3,7/21/2020,,,,,,,,"435,000",65.000,65.000,,,6.250,7/14/2020,8/1/2014,13,,,,8/1/2014,n.a.,Exempt,,,Bank Statement,12 Month Business Bank Statements,Business Bank Statements (12 to 23 Months),Y,Business,12,12,N,,,Y,Y,N,N,N, ,N,,,,0,Third Party Rental Source,,,AOHL,Released,N,,,,,,,,,,N,,0.00,0,N,,,
